huc12,tohuc,name,areasqkm,states,sum.ras_crp_18_2012_50m,sum.ras_crp_18_2013_50m,sum.ras_crp_18_2014_50m,sum.ras_crp_18_2015_50m,sum.ras_crp_18_2016_50m,sum.ras_crp_18_2017_50m,sum.ras_crp_18_2018_50m,sum.ras_crp_18_2019_50m,sum.ras_crp_18_2020_50m,sum.ras_crp_18_2021_50m,sum.ras_crp_18_2022_50m
050902030702,050902030802,Laughery Creek,75.85,IN,0,0,0,0,0,0,0,0,0,0,0
050902030805,050902030808,Grants Creek,56.97,IN,6.655378818511963,6.655378818511963,6.655378818511963,480.6553649902344,638.6553955078125,638.6553955078125,638.6553955078125,638.6553955078125,480.6553649902344,480.6553649902344,480.6553649902344
050902030901,050902030902,Headwaters Indian Creek,68.87,IN,1798,1858,1858,1858,1864,1864,1640,1622,1622,24,24
050902030902,050902031010,Long Run-Indian Creek,100.39,IN,644,6562,6568,6574,6580,6580,6580,6258,6258,6270,6270
050902031005,050902031006,Bryant Creek,34.46,IN,0,0,0,0,0,0,0,0,0,0,0
050902031007,050902031009,Log Lick Creek,61.28,"IN,KY",101.34461975097656,185.34461975097656,185.34461975097656,185.34461975097656,185.34461975097656,185.34461975097656,185.34461975097656,185.34461975097656,185.34461975097656,179.34461975097656,179.34461975097656
051201011005,051201011006,Little Indian Creek-Aboite Creek,44.77,IN,3334.84033203125,3334.84033203125,4784.17236328125,4954.17236328125,4149.33203125,3728.17236328125,3704.17236328125,3746.17236328125,3728.17236328125,3728.17236328125,3036.17236328125
051201010403,051201010405,Bear Creek,65.17,IN,14515.484375,13415.484375,13737.484375,12523.484375,10959.484375,10419.15234375,11093.15234375,11075.15234375,10759.15234375,10261.15234375,10431.15234375
051201010404,051201010405,Oakley Ditch-Limberlost Creek,54.62,IN,19909.3671875,12307.3671875,9317.3671875,9269.4287109375,10769.3671875,9627.71875,10283.71875,9937.71875,9937.71875,9493.71875,7537.71826171875
051201010405,051201010601,Votaw Ditch-Loblolly Creek,67.19,IN,22976.46875,18008.46875,18774.544921875,18192.482421875,18866.75390625,16103.021484375,16743.021484375,16415.021484375,16051.021484375,15917.021484375,16303.021484375
051201011006,051201011102,Cow Creek-Little River,62.67,IN,14630.1796875,12926.1796875,19078.84765625,18616.84765625,16352.66796875,18926.84765625,21796.84765625,21344.84765625,21344.84765625,20712.84765625,20712.84765625
040500011104,040500011106,Buck Lake-Buck Creek,66.73,IN,486,486,486,0,0,0,346,346,346,346,978
051201010701,051201010703,Headwaters Rock Creek,67.86,IN,7418,7418,6658,5400,5874,5874,5874,5176,5012,4690,4690
051201010702,051201010703,Mossburg Ditch,43.87,IN,8348,8350,8356.068359375,8608.068359375,9422.068359375,9088.068359375,9088.068359375,8924.068359375,8754.068359375,9070.068359375,7788.068359375
051201011104,051201011303,Flint Creek-Little River,43.91,IN,6678.88671875,4150.88671875,4156.88671875,4156.88671875,4180.88671875,4222.88671875,3748.88671875,3748.88671875,3590.88671875,3582,3582
040500011005,040500011008,Big Turkey Lake-Turkey Creek,44.59,IN,4177.16650390625,3404.387451171875,3392.387451171875,3246.387451171875,3088.387451171875,3088.387451171875,2772.387451171875,2772.387451171875,2772.387451171875,1806.965087890625,2000.965087890625
051201011201,051201011202,West Branch Clear Creek,42.82,IN,8702,5360,5682,5366,6136,6300,6300,6300,5906,4770,4774
051201011406,051201011407,Gilbert Branch-Wabash River,45.45,IN,19598.416015625,19440.416015625,21547.197265625,22038.416015625,22038.416015625,22238.416015625,23562.416015625,23562.416015625,23562.416015625,22758.416015625,22758.416015625
051201011407,051201011602,Daniel Creek-Wabash River,66.06,IN,14111.8212890625,14257.8212890625,14648.8583984375,14203.8212890625,15051.8212890625,13675.8212890625,10647.8212890625,11109.8212890625,7497.82080078125,7497.82080078125,7553.82080078125
040500011006,040500011007,Silver Lake-Pigeon Creek,52.43,IN,3222.420166015625,3374.420166015625,3058.420166015625,3216.420166015625,3450.420166015625,2714.420166015625,3346.420166015625,2940.420166015625,2940.420166015625,3294.420166015625,3294.420166015625
051201011002,051201011005,Beal Taylor Ditch-Aboite Creek,46.85,IN,3318,1226,1384,1226,1220,1220,1220,1050,1050,1050,1050
051201011101,051201011102,Flat Creek,68.05,IN,27645.998046875,28033.998046875,26253.6171875,26557.6171875,26371.45703125,21331.962890625,21173.962890625,20387.99609375,17489.662109375,14942.2998046875,14984.6806640625
040500011007,040500011009,Otter Lake-Pigeon Creek,42.47,IN,8730.0205078125,8430.0205078125,7506.0205078125,7506.0205078125,7506.0205078125,7488.0205078125,7488.0205078125,7488.0205078125,7640.0205078125,7306.0205078125,7294.0205078125
051201011301,051201011303,Huntington Lake-Wabash River,41.41,IN,0,0,0,0,0,0,0,0,0,0,0
040500011009,040500011010,Green Lake-Pigeon Creek,54.97,IN,966,966,328,170,328,990,832,832,1066,1066,1888
051201011501,051201011502,Headwaters Pipe Creek,75.8,IN,8306,8780,8306,8136,8130,8130,8130,8130,6830,8130,8130
051201011502,051201011505,Stony Creek-Pipe Creek,83.87,IN,13286.4208984375,13456.4208984375,13018.4208984375,13498.4208984375,13504.4208984375,13510.4208984375,12760.787109375,12760.787109375,12766.787109375,10412.787109375,10400.787109375
040500011010,040500011103,Mongo Millpond-Pigeon Creek,42.58,IN,2560.20263671875,2560.20263671875,2086.20263671875,2086.20263671875,2086.20263671875,2086.20263671875,1928.2025146484375,2086.20263671875,2086.20263671875,2656.20263671875,2656.20263671875
040500011101,040500011102,East Fly Creek,62.65,IN,880,880,722,880,881.994140625,881.994140625,881.994140625,881.994140625,723.994140625,1683.994140625,1683.994140625
040500011102,040500011106,Fly Creek,49.43,IN,2175.513916015625,2175.513916015625,1926,1896,1896,1264,632,632,474,474,474
051201011503,051201011505,Turkey Creek-Little Pipe Creek,55.27,IN,8710,8548,11050,9524,9994,9994,10904,10904,11068,11032,10856
051201011302,051201011303,Silver Creek,58.75,IN,44224.12890625,35447.6171875,33104.44140625,34780.44140625,34314.44140625,34344.44140625,35308.44140625,31818.44140625,31332.44140625,21596,21485.078125
040500011105,040500011107,Page Ditch,51.19,IN,201.35667419433594,201.35667419433594,201.35667419433594,201.35667419433594,201.35667419433594,201.35667419433594,201.35667419433594,201.35667419433594,201.35667419433594,201.35667419433594,0
040500011106,040500011107,VanNatta Ditch-Pigeon River,82.31,IN,0,0,0,0,0,0,2540,2540,2540,2540,2862
040500011201,040500011204,Emma Lake-Emma Ditch,88.8,IN,0,0,0,0,0,0,0,0,0,0,0
051201011103,051201011104,Mud Creek-Little River,40.64,IN,11347.11328125,11189.11328125,10465.11328125,9567.11328125,10041.11328125,10199.11328125,8161.11328125,10053.11328125,10035.11328125,10676,10822
051201011401,051201011403,Enyeart Creek-Wabash River,56.07,IN,25920.4921875,22330.4921875,22866.4921875,20328.283203125,20222.283203125,33042.7265625,48198.7265625,48198.7265625,47888.7265625,47630.7265625,47068.7265625
051201011202,051201011303,Headwaters Clear Creek,103.32,IN,32222,32076,30818,30952,31030,30770,34338,34090,33780,29786,27884
040500011202,040500011204,Little Elkhart River Ditch,48.11,IN,0,0,0,0,0,0,0,0,0,0,0
040500011203,040500011204,Rowe Eden Ditch,78.11,IN,954,954,954,796,954,796,638,638,638,638,638
040500011204,040500011205,Mather Ditch-Little Elkhart River,74.54,IN,0,0,0,0,0,0,0,0,0,0,0
051201011303,051201011305,Town of Andrews-Wabash River,41.17,IN,5880.78564453125,6610.5,3478,3158.177734375,3290.177734375,3284.177734375,3314.46337890625,2816.46337890625,2816.46337890625,3156.46337890625,3156.46337890625
051201011304,051201011305,Loon Creek,55.57,IN,21384.1875,19104.265625,17328.265625,16892.265625,16982.265625,15974.265625,16572.451171875,17680.451171875,17960.451171875,14952.4521484375,14144.4521484375
040500011205,040500012001,Duck Lake-Little Elkhart River,46.28,IN,1136,978,1136,1136,978,1136,1136,1136,1136,158,158
040500010804,040500010805,Town of Orland-Fawn River,42.2,IN,6744,6744,6646,6804,7722.94384765625,8196.9443359375,8196.9443359375,8196.9443359375,8196.9443359375,8196.9443359375,8196.9443359375
040400010506,040400010508,Duck Creek,38.65,IN,498,498,504,24,498,498,340,346,662,346,346
040500011502,040500011503,Dallas Lake-Little Elkhart Creek,53.88,IN,30,30,30,30,30,30,12,12,6,6.013553619384766,6.013553619384766
040500011503,040500011506,Oliver Lake-Little Elkhart Creek,40.99,IN,862.486083984375,880.486083984375,650,650,650,650,650,650,650,632,632
051201011305,051201011401,Hanging Rock-Wabash River,44.44,IN,19878.568359375,15351.369140625,15011.0390625,15251.369140625,15487.369140625,15445.369140625,18865.369140625,15691.369140625,15393.369140625,13856.12109375,18265.423828125
040500011506,040500011507,Jones Lake-North Branch Elkhart River,105.46,IN,22335.080078125,22639.080078125,22822.576171875,22651.080078125,23845.2421875,33185.2421875,33221.2421875,34053.2421875,33549.2421875,28916.466796875,32846.46484375
040500011507,040500011802,Huston Ditch-North Branch Elkhart River,74.85,IN,2850.535888671875,2832.535888671875,2528.535888671875,2850.535888671875,2862.535888671875,2862.535888671875,2873.943115234375,2673.943115234375,2673.943115234375,1877.9429931640625,21175.943359375
040500011605,040500011802,Diamond Lake-South Branch Elkhart River,92.73,IN,7149.400390625,6505.400390625,7709.400390625,7861.400390625,7767.400390625,7445.400390625,11415.9931640625,11257.9931640625,10498.5927734375,7952.5927734375,15322.5927734375
040500010802,040500010804,Tamarack Lake,52.44,IN,2916.939208984375,2910.939208984375,3568.939208984375,3468.939208984375,3304.939208984375,3468.939208984375,3368.939208984375,3368.939208984375,3368.939208984375,3368.939208984375,3368.939208984375
040500010803,040500010804,Lake James-Crooked Creek,44.8,IN,4569.68701171875,4569.68701171875,4633.68701171875,4733.68701171875,4259.68701171875,4259.68701171875,3367.68701171875,3367.68701171875,501.6869812011719,2249.68701171875,3519.68701171875
051201011402,051201011403,Stone Creek-Treaty Creek,78.01,IN,27658.294921875,19866.294921875,20102,19354,20356,19882,19082,18906,18876,19012,19918
051201011403,051201011405,Burr Creek-Wabash River,45.53,IN,36195.28515625,36231.28515625,36021.578125,27057.787109375,26611.787109375,34143.75,33073.75,32727.75,33043.75,28061.75,26719.75
051201011405,051201011406,Kentner Creek,75.46,IN,7355.02880859375,8205.0283203125,7455.02880859375,7261.02880859375,6939.02880859375,15936.591796875,15638.591796875,15644.591796875,15468.591796875,15948.591796875,15972.591796875
051201011404,051201011406,Ridgeway Creek,41.81,IN,4544.11279296875,5036.11279296875,3280.113037109375,3280.113037109375,3104.113037109375,2536.550048828125,2536.550048828125,2536.550048828125,2536.550048828125,3732.550048828125,3738.550048828125
051201010603,051201010604,Johns Creek-Sixmile Creek,82.42,IN,10206,10206.6884765625,6126.6884765625,11300.6884765625,11220.6884765625,10266.6884765625,8316.6884765625,8316.6884765625,5698.6884765625,4428.6884765625,3954.6884765625
051201080408,051201080409,Harrington Ditch-Big Pine Creek,52.14,IN,4932,3978,4920,3700,3670,4902,8674,7738,7738,7738,10284
051201010604,051201010801,Rice Ditch-Wabash River,55.3,IN,8372,8420,9092,8036,8710,8978.0029296875,7570.00341796875,7102.00341796875,7102.00341796875,11744.0029296875,12360.0029296875
051202010111,051202010305,Muncie Creek-White River,34.81,IN,922,970,806,812,788,1128,1128,1128,812,818,818
051202081004,CLOSED BASIN,Town of Bryantsville,34.57,IN,0,0,0,0,0,0,0,0,0,0,0
051201011001,051201011002,Seegar Ditch,44.98,IN,3240,3240,3556,3240,3240,3240,3240,3240,3204,2384,1962
051201011004,051201011006,Graham McCulloch Ditch Number One-Little River,88.49,IN,9684.337890625,9262.337890625,9258.337890625,9264.337890625,8936.0537109375,8975.8427734375,8975.8427734375,8975.8427734375,8621.7890625,1135.7890625,1135.7890625
051202030508,051202030509,Belle Union Branch-Mill Creek,52.28,IN,4164.05517578125,5574.05517578125,7784.05517578125,7154.05517578125,5562.62255859375,5878.62255859375,5720.62255859375,5416.62255859375,5416.62255859375,4784.62255859375,4390.62255859375
051201030404,051201030501,Holdren Ditch-Mississinewa River,52.73,IN,6118,6130,6420,6262,7535.96044921875,7535.96044921875,7535.96044921875,6733.96044921875,6733.96044921875,6733.96044921875,6733.96044921875
051202030512,051202030704,Cagles Mill Lake-Mill Creek,80.77,IN,474,474,474,0,0,0,0,0,0,1106,1106
051202030703,051202030704,Jordan Creek,99.84,IN,1070,648,648,648,830,830,830,812,812,522,522
051202081202,CLOSED BASIN,Town of Orleans,49.4,IN,5548.59326171875,5390.59326171875,4728.59326171875,4728.59326171875,3106.59326171875,3106.59326171875,3106.59326171875,3064.59326171875,3058.59326171875,2426.59326171875,2426.59326171875
051202081205,051202081206,Water Run-Lost River,93.2,IN,8589.40625,9829.40625,8639.40625,8487.40625,8481.40625,4569.40673828125,4563.40673828125,4563.40673828125,4563.40673828125,4563.40673828125,4563.40673828125
051202081206,051202081305,Dry Branch-Lost River,80.26,IN,3588,2318,2160,2160,2172,2014,2014,1832,1838,176,170
051201020405,051201020406,Salamonie Lake-Salamonie River,94.12,IN,9789.6396484375,9503.6396484375,9867.6396484375,9813.6396484375,9193.6396484375,9193.6396484375,9235.6396484375,7333.6396484375,4551.6396484375,4655.6396484375,4023.639892578125
051201090801,051201090802,Leuck Ditch-North Fork Vermilion River,82.22,"IL,IN",21094.0078125,20388.0078125,20633.986328125,21020.0078125,48454.0078125,47002.0078125,48143.2421875,49249.2421875,48933.2421875,46709.2421875,46739.2421875
051201030206,051201030402,Dinner Creek-Mississinewa River,80.16,IN,9192,8056,4950,4962,9726,10084,10084,10084,10078,9944,9944
051201081102,051201081104,Jonathan Creek,45.46,"IL,IN",4942,4626,4960,5700,4430,5396,6413.94482421875,6723.94482421875,6723.94482421875,6723.94482421875,6723.94482421875
051201061309,051201050602,Wallys Woods Lake-Tippecanoe River,48.33,IN,6710.39599609375,8424.396484375,9110.396484375,8332.396484375,7846.39599609375,7846.39599609375,7846.39599609375,7846.39599609375,7190.39599609375,7190.39599609375,6865.53125
051201090703,051201090706,Middle Branch North Fork Vermilion River,77.82,"IL,IN",16689.44140625,18215.44140625,18361.44140625,15025.4404296875,15362,15368,15204,14898,14266,12188,12206
051201090802,051201090803,Town of Cheneyville-North Fork Vermillion River,80.21,"IL,IN",12938.4169921875,13034.4169921875,14706.4169921875,14534.4169921875,14776.4169921875,16421.154296875,15631.154296875,12562.7373046875,12562.7373046875,11274.7373046875,10624.7373046875
051201090902,051201090903,Huffman Cemetery-Stony Creek,45.73,"IL,IN",12817.0498046875,11235.3798828125,11905.0498046875,11551.3798828125,13993.3798828125,17935.37890625,17935.37890625,17777.37890625,17777.37890625,17777.37890625,16805.37890625
051201040201,051201040202,Benward Ditch-Eel River,50.7,IN,6944.64013671875,6944.64013671875,7102.64013671875,6944.64013671875,8554.640625,8554.640625,7924.64013671875,7760.64013671875,5780.64013671875,5210,5210
051201040406,051201040407,Nelson Ditch-Clear Creek,48.57,IN,31342.552734375,31864.552734375,31168.302734375,30550.126953125,30533.9296875,25266.9140625,18188.666015625,18188.6484375,15918.6484375,11418.666015625,11418.666015625
051201111106,051201111303,Town of Riverview-Wabash River,43.43,"IL,IN",3202,5174,5180,5174,5174,5282,5282,5282,5282,5264,5264
051202010401,051202010402,Yeager Finley Manard Ditch-Pipe Creek,47.57,IN,6960.41943359375,6802.41943359375,6966.41943359375,6802.41943359375,6802.41943359375,6486.41943359375,6328.41943359375,6328.41943359375,6486.41943359375,5350.41943359375,5350.41943359375
051201111701,051201111703,Sugar Creek-Wabash River,91.91,"IL,IN",38696.33203125,43416.296875,43355.94140625,41139.22265625,46756.34375,47708.98828125,47550.98828125,47550.98828125,47500.11328125,43614.08203125,43596.08203125
051201130201,051201130204,England Ditch-Wabash River,74.58,"IL,IN",12657.4501953125,12663.4501953125,11071.4501953125,8955.4501953125,8955.4501953125,4447.4501953125,3657.4501953125,3387.4501953125,3229.4501953125,3229.4501953125,2597.4501953125
051201090907,051201081602,Whippoorwill Branch-Vermilion River,68.22,"IL,IN",5273.93212890625,4907.93212890625,4512.99951171875,4682.99951171875,7416.99951171875,8253,9189,9189,7694.99951171875,10058,10306
051201110903,051201110904,Crooked Creek,38,"IL,IN",1063.10791015625,1063.10791015625,1379.10791015625,1063.10791015625,1069.10791015625,911.10791015625,353.1078796386719,353.1078796386719,353.1078796386719,353.1078796386719,346
051201110904,051201111103,Hawks Creek-Wabash River,124.24,"IL,IN",5848,5848,5906,5748,10272,10272,14502,14496,15121.140625,14945.140625,14687.140625
051202030810,051202030811,Brush Creek-Eel River,53.33,IN,2574,2782.6201171875,2478.6201171875,2618.6201171875,5486.6201171875,5486.6201171875,4672.6201171875,3944.6201171875,3410.6201171875,3088.6201171875,3440.92724609375
051201080509,051201080510,West Fork Kickapoo Creek-Kickapoo Creek,39.72,IN,8513.640625,7920.33447265625,9232.3349609375,9288.3349609375,23860.0859375,26016.0859375,26174.0859375,26174.0859375,26174.0859375,26016.0859375,22608.0859375
051202030804,051202030805,Conneley Ditch-Eel River,80.52,IN,1820,1456,1596,1408,1373.046142578125,887.04608154296875,887.04608154296875,717.04608154296875,717.04608154296875,766.55609130859375,766.55609130859375
051201081601,051201081603,Jim Branch-Mill Creek,82.29,IN,8572.041015625,6192.04052734375,6439.0380859375,6532.04052734375,25305.80859375,7758,8844,10630,9834,9200,9674
051201081603,051201081605,Shell Lake-Wabash River,21.01,IN,29.998685836791992,29.998685836791992,29.998685836791992,29.998685836791992,29.998685836791992,29.998685836791992,29.998685836791992,29.998685836791992,29.998685836791992,34.44485092163086,34.44485092163086
051202011104,051202011105,Lion Creek-Little Eagle Creek,75.85,IN,0,0,0,182,790,978,972,0,972,972,972
051202040806,051202040807,De Prez Ditch-Big Blue River,72.48,IN,2586,990,990,990,346,1160,990,990,990,1154,1154
051202050102,051202050104,Applebutter Creek-Flatrock River,85.73,IN,8836,8702,8696,8070,6144,6150,8398,8392,8380,8428,8428
051201050502,051201050507,Peter Ditch,41.72,IN,4946,5770.39697265625,6296.39697265625,5126.39697265625,5400.39697265625,5682.39697265625,5724.39697265625,6058.39697265625,5884,5416,4286
051201050507,051201050508,Munson Ditch-Deer Creek,102.04,IN,13727.8955078125,12983.498046875,13299.498046875,12819.498046875,16657.498046875,16809.498046875,17131.498046875,17447.498046875,16643.896484375,16485.896484375,15587.8955078125
051202040904,051202050606,Catherine Creek-Driftwood River,99.87,IN,5321.43017578125,8639.4296875,8797.4296875,8445.4296875,9107.4296875,9101.4296875,9101.4296875,9089.4296875,8937.4296875,8931.4296875,9835.4296875
051201080703,051201080704,Charles Ludlow Ditch-North Fork Coal Creek,59.56,IN,4200.67529296875,4886.67529296875,5492.67529296875,5884.67529296875,6060.7109375,6692.67529296875,7062.67529296875,6424.67529296875,6436.67529296875,6430.67529296875,6910.67529296875
051202040102,051202040103,Summit Lake Reservoir-Big Blue River,61.33,IN,2268.287353515625,2178.538818359375,2020.538818359375,2336.538818359375,8868.5390625,3268.538818359375,3268.538818359375,3602.538818359375,3918.538818359375,3883.169677734375,3871.169677734375
051202081501,051202081502,East Fork Mill Creek-Mill Creek,50.71,IN,1758,3296,3054,2938,2938,2920,1498,1498,708,708,708
051202081401,CLOSED BASIN,Half Moon Lake,54.69,IN,0,0,6,0,0,0,0,0,0,948,948
051201100102,051201100105,Scott Wincoop Ditch-Sugar Creek,122.79,IN,4908,3778,3304,2666,2878,2666,4556,4556,4228,4228,5808
051201100104,051201100107,Ross Ditch-Browns Wonder Creek,66.29,IN,9696,9532,9780,9374,6354,9064,9064,6822,8584,9058,9058
051201080607,051201080608,Bear Creek-Wabash River,70.92,IN,9788.7763671875,5322.77685546875,4554.77685546875,4742.77685546875,5313.3466796875,4830.77685546875,5951.3857421875,5951.3857421875,5945.3857421875,11190.7578125,12401.2236328125
051201080701,051201080703,Headwaters North Fork Coal Creek,53.29,IN,10713.228515625,10063.228515625,10823.228515625,10391.228515625,10807.1923828125,10227.228515625,10237.228515625,10073.228515625,10073.228515625,8955.228515625,8323.228515625
051202011302,051202011303,Wiley Thompson Ditch-White Lick Creek,89.52,IN,1038,1014,832,668,832,856,1372,1372,1372,6518,6518
051202050302,051202050303,Mud Creek-Conns Creek,69.05,IN,1014,1694,1372,1712,1712,2660,2654,2812,2806,2478,2096
051201060407,051201060408,Lake Sixteen-Chippewanuck Creek,47.4,IN,12163.8505859375,7896.2255859375,7182.2255859375,6596.2255859375,6980.2255859375,8699.998046875,12769.7724609375,51129.7734375,51129.7734375,51445.7734375,50865.7734375
051202090103,051202090104,Little Patoka River-Patoka Lake,53.49,IN,0,0,0,0,0,0,0,0,0,0,0
051202010501,051202010502,Todd Ditch-Big Duck Creek,45.61,IN,9294,11026,10704,10552,10552,10552,10552,10552,10552,18294,18294
051202010602,051202010603,Headwaters Cicero Creek,53.39,IN,5870,6244,6256,6250,6250,3702,5640,5458,5458,5458,5458
051201100201,051201100204,Headwaters Little Potato Creek,47.24,IN,1294,1294,1294,1288,1288,1288,1288,1288,1288,814,814
051202090102,051202090104,Youngs Creek-Patoka River,94.53,IN,158,158,164,158,158,158,158,170,170,170,170
051201100202,051201100204,Bower Creek-Lye Creek,48.27,IN,8166,9904,10220,9114,9114,11086,11796,11796,11638,11638,11006
051202090106,051202090402,Painter Creek-Patoka River,94.42,IN,106,6,6,6,0,0,0,0,0,0,0
051202020801,051202020803,Pollard Ditch,66.02,IN,1754.0771484375,1754.0771484375,1494,1154,1166,850,850,844,922,448,448
051202070401,051202070402,Headwaters Vernon Fork Muscatatuck River,82.3,IN,17094,16752,15846,13040,16244.185546875,16542.185546875,17316.185546875,16842.185546875,15718.185546875,13488.185546875,12558.185546875
051201040507,051201040508,Bachelor Creek,45.23,IN,2106,40026,2958.049560546875,3134,3134,3134,2278,2278,2290,2290,2290
051201110404,051201110406,Sulphur Creek,59.84,IN,3219.5615234375,1405.8927001953125,1451.8927001953125,1451.8927001953125,1803.0296630859375,1803.0296630859375,697.0296630859375,697.0296630859375,381.0296936035156,381.0296936035156,375.0296936035156
051202070201,051202070203,Headwater Graham Creek,61.89,IN,23408.626953125,22934.626953125,23724.626953125,23238.626953125,31956.126953125,31798.126953125,33346.125,33352.125,33060.125,33060.125,33054.125
051201070310,051201070311,Town of Mulberry-South Fork Wildcat Creek,53.97,IN,3736,3690,3420,3396,3402,3600,3578,3578,3262,5036,4980
051201080707,051201080708,Rose Hill Cemetery-East Fork Coal Creek,56.86,IN,6567.3359375,6707.3359375,6899.3359375,6947.3359375,6330,6572,7076,7076,6918,6730,6888
051202090402,051202090403,Davis Creek-Patoka River,88.57,IN,790,316,474,316,316,316,316,316,316,316,0
051202090403,051202090404,Beaver Creek-Patoka River,97.91,IN,474,474,474,474,632,632,632,632,158,158,158
051201080803,051201081602,Collett Pond-Wabash River,80.23,IN,12281.673828125,13879.673828125,14195.673828125,13879.673828125,26391.234375,19737.908203125,18663.908203125,18675.908203125,16609.908203125,15591.9072265625,19777.908203125
051201080903,051201081602,Coffing Brothers Lake-Coal Creek,115.83,IN,9095.728515625,9149.728515625,10223.728515625,10217.728515625,40052.09375,23261.8203125,45833.8203125,47437.8203125,47085.8203125,50201.8203125,52614.41796875
051201100204,051201100406,Little Potato Creek-Lye Creek,65.21,IN,9025.484375,9267.484375,9583.619140625,9595.484375,12439.484375,12917.484375,13112.09375,13848.09375,13374.09375,21948.09375,21632.09375
051202050502,051202050503,Slash Creek,57.27,IN,1336,1190,1196,1044,1044,1044,1038,546,546,546,534
051201110406,051201110604,Waterworks Creek-Otter Creek,71.69,IN,182.1072540283203,182.1072540283203,12.107247352600098,12.107247352600098,58.97031021118164,58.97031021118164,58.97031021118164,58.97031021118164,918.9703369140625,918.9703369140625,918.9703369140625
051201081208,051201081402,Mansfield Reservoir-Big Raccoon River,59.65,IN,2678,3345.49755859375,3681.928955078125,3675.928955078125,3343.1884765625,2195.1884765625,2033.4974365234375,2027.4974365234375,2027.4974365234375,2027.4974365234375,1863.4974365234375
051202020308,051202020309,Ore Branch-Richland Creek,53.78,IN,1482,1482,1488,1324,1318,1318,1318,844,844,844,844
051202070402,051202070403,Flatrock Creek-Vernon Fork Muscatatuck River,71.19,IN,13853.900390625,14747.900390625,15797.900390625,16241.900390625,14769.71484375,21140.6015625,21702.6015625,22012.6015625,22322.6015625,20766.6015625,21326.6015625
051201111702,051201111703,Shaker Prairie Ditch,61.88,IN,3600,3520,3454,2998,2050,2622.859375,2622.859375,1888.8594970703125,1888.8594970703125,1888.8594970703125,1888.8594970703125
051202060301,051202060304,City of Greensburg-Sand Creek,44.68,IN,8358,6452,5826,6124,6136,5978,4756,4756,4756,4112,4112
051201130708,051201130709,McAdoo Creek,45.99,IN,4774.90869140625,3950.908447265625,3628.908447265625,3950.908447265625,3634.908447265625,3646.908447265625,3324.908447265625,3324.908447265625,3324.908447265625,3306.908447265625,2038.908447265625
051201081201,051201081202,Headwaters Big Raccoon Creek,71.11,IN,5770,4154,6172,4416,3128,3608,4562,6014,6014,6014,6014
051202050604,051202050605,Headwaters Haw Creek,66.17,IN,3462,2210,2210,2210,2204,2198,2416,2252,2070,3042,3358
051201070106,051201070107,Irwin Creek-Mud Creek,53.18,IN,7262.240234375,10452.240234375,9178.240234375,8553.62890625,6504.240234375,8722.240234375,5866.240234375,5866.240234375,5708.240234375,5690.240234375,5684.240234375
051202090701,051202090702,Houchin Ditch-South Fork Patoka River,75.51,IN,2236,2400,19744,2874,2874,2716,2400,1768,1768,2084,2254
051202050605,051202050606,Outlet Haw Creek,80.57,IN,5410.96533203125,5094.96533203125,5234.96533203125,5234.96533203125,6478.96533203125,6478.96533203125,12498.296875,12668.296875,12668.296875,12838.296875,12838.296875
051202050606,051202060205,City of Columbus-Flatrock River,63.25,IN,1998.8489990234375,1998.8489990234375,2168.848876953125,1998.8489990234375,1998.8489990234375,1998.8489990234375,3557.517578125,3557.517578125,3393.517578125,4389.517578125,4389.517578125
051201070107,051201070109,Kokomo Waterworks Reservoir Number Two-Wildcat Creek,87.84,IN,11651.5341796875,12725.5341796875,12415.5341796875,12116.037109375,10659.5341796875,9839.5341796875,9335.5341796875,9335.5341796875,9001.5341796875,7963.53369140625,7173.53369140625
051201070401,051201070402,West Fork Little Wildcat Creek,47.6,IN,3468,3414,3572,3408,3414,3414,3414,3214,3232,3232,3232
051201040701,051201040703,East Branch Twelve Mile Creek,63.59,IN,13582.576171875,15720.576171875,15389.306640625,16990.576171875,18744.576171875,19144.576171875,19150.576171875,17680.576171875,17674.576171875,16072.576171875,16448.576171875
051201040702,051201040703,West Branch Twelve Mile Creek,52.38,IN,2903.9365234375,903.93646240234375,891.93646240234375,903.93646240234375,1061.9364013671875,1705.9364013671875,1765.3284912109375,1565.3284912109375,1565.3284912109375,2031.3284912109375,2997.328369140625
051201060608,051201060903,Tyler Weisjahn Ditch-Tippecanoe River,50.1,IN,7853.53076171875,8309.5302734375,7805.53076171875,7377.53076171875,8139.84423828125,7465.84423828125,8759.8447265625,8729.8447265625,8589.8447265625,6877.84423828125,13815.8447265625
051202060101,051202060103,North Branch Clifty Creek,52.48,IN,4579.07177734375,6317.07177734375,7003.07177734375,4907.07177734375,4755.07177734375,3802,4592,4428,4076,4070,3754
051202060102,051202060103,Middle Branch Clifty Creek,66.22,IN,16520,16526,15804,16430,12992,12202,14414,13612,13296,12980,13928
051201111202,051201111203,West Fork Turman Creek-Turman Creek,84.47,IN,2009.728271484375,1851.728271484375,1511.728271484375,1851.728271484375,1869.728271484375,1869.728271484375,1869.728271484375,1869.728271484375,6013.728515625,7057.728515625,7081.728515625
051201130301,051201130302,Skelton Creek-Brown Ditch,56.07,IN,2388,2388,2540,2382,2382,2382,1592,1592,1592,1592,1592
051202020901,051202020902,Hurricane Branch-Veale Creek,56.64,IN,948,0,0,0,0,0,0,0,0,0,0
