huc12,tohuc,name,areasqkm,states,sum.ras_crp_18_2012_50m,sum.ras_crp_18_2013_50m,sum.ras_crp_18_2014_50m,sum.ras_crp_18_2015_50m,sum.ras_crp_18_2016_50m,sum.ras_crp_18_2017_50m,sum.ras_crp_18_2018_50m,sum.ras_crp_18_2019_50m,sum.ras_crp_18_2020_50m,sum.ras_crp_18_2021_50m,sum.ras_crp_18_2022_50m
051202011006,051202011201,Howland Ditch-White River,84.6,IN,0,0,0,0,0,0,0,0,0,0,0
051202011201,051202011205,Pogues Run-White River,60.15,IN,0,0,0,0,0,0,0,0,0,0,0
051202011202,051202011205,Bean Creek-Pleasant Run,57.86,IN,0,0,0,0,0,0,0,0,0,0,0
051202011203,051202011205,Lick Creek,59.01,IN,0,0,0,0,0,0,0,0,0,0,0
051202011204,051202011205,Little Buck Creek,44.79,IN,0,0,0,0,0,0,0,0,0,0,0
051202011206,051202011402,Pleasant Run Creek,61.41,IN,204.38063049316406,204.38063049316406,204.38063049316406,204.38063049316406,204.38063049316406,204.38063049316406,0,204.38063049316406,204.38063049316406,204.38063049316406,204.38063049316406
051202040301,051202040302,Willow Branch-Brandywine Creek,41.38,IN,340,182,176,176,6,6,0,0,0,0,0
051202040302,051202040303,Richey Ditch-Brandywine Creek,97.52,IN,1786,1944,2102,2102,2108,2108,2466,2466,2788,2782,2466
051202010805,051202010807,Headwaters Lick Creek,55.69,IN,1842.8089599609375,3453.33251953125,3811.5693359375,3659.5693359375,3495.33251953125,3495.33251953125,3495.33251953125,3495.33251953125,3495.33251953125,3471.33251953125,3471.33251953125
051202011103,051202011105,Finley Creek-Eagle Creek,58.24,IN,2096.013671875,2096.013671875,1938.0137939453125,1932.0137939453125,1932.0137939453125,1932.0137939453125,1932.0137939453125,1914.0137939453125,1908.0137939453125,1908.0137939453125,1908.0137939453125
051202011301,051202011302,Hughes Branch-West Fork White Lick Creek,60.81,IN,3730.736328125,3730.736328125,3578.736328125,3730.736328125,3730.736328125,3730.736328125,3730.736328125,3256.736328125,3730.736328125,3730.736328125,3718.736328125
051202040401,051202040402,Pee Dee Ditch-Sugar Creek,53.68,IN,1106,1106,1106,1106,1106,1106,948,948,790,158,158
051202040402,051202040403,Marsh and Trees Ditch-Sugar Creek,62.92,IN,2944,2938,2938,2148,3096,3096,2910,2898,2740,2722,2722
051201040503,051201040509,Beargrass Creek,59.86,IN,17571.638671875,18737.638671875,19143.638671875,16768,17874,18208,19998,19676,19676,19676,19360
051202040303,051202040304,Andis Ditch-Brandywine Creek,75.56,IN,352,382,528,534,534,540,540,540,540,540,540
051202040304,051202040806,Swamp Creek-Brandywine Creek,61.84,IN,316,316,316,316,316,316,316,948,632,632,632
051202010901,051202010903,Headwaters Mud Creek,67.61,IN,3392.83935546875,3392.83935546875,3550.83935546875,3392.83935546875,3386.83935546875,3392.83935546875,30,30,30,30,30
051202010807,051202010808,McFadden Ditch-Lick Creek,43.19,IN,1869.1910400390625,2456.66748046875,2942.4306640625,2942.4306640625,2456.66748046875,2456.66748046875,1350.6673583984375,1350.6673583984375,1350.6673583984375,1350.6673583984375,1350.6673583984375
051202010808,051202010809,Flatfork Creek-Fall Creek,72.03,IN,486,486,486,486,328,328,328,328,328,328,6
051202010809,051202010904,Thorpe Creek-Geist Reservoir,89.72,IN,188,188,188,158,158,158,158,158,158,158,158
051201060803,051201060804,Fredericks Ditch-Little Indian Creek,41.14,IN,6334,6328,6006,7622,6972,6954,6798,6798,9438,12756,12756
051202010902,051202010904,Indian Lake-Indian Creek,66.52,IN,0,0,0,0,0,0,0,0,0,0,0
051202010903,051202010904,Sand Creek-Mud Creek,43.3,IN,790,790,796,790,790,790,790,790,790,790,790
051202010904,051202011201,Devon Creek-Fall Creek,88.48,IN,0,0,0,0,0,0,0,0,0,0,0
051202011108,051202011110,Eagle Creek Reservoir-Eagle Creek,51.01,IN,1946,1946,2024,1946,1946,1946,2462,2444,2274,2590,1952
051202011105,051202011107,Jackson Run-Eagle Creek,48.6,IN,790,790,948,790,790,0,0,0,0,12,12
051202011106,051202011107,Fishback Creek,54.07,IN,650,650,650,650,874,892,478,800,800,1432,1754
051202011107,051202011108,Irishman Run-Eagle Creek,48.55,IN,0,0,0,0,0,0,0,0,0,0,0
071200010407,071200010408,Hickleson Ditch-Mill Creek,51.64,IN,339.3907165527344,333.3907165527344,2223.390625,2229.390625,13307.390625,13307.390625,13307.390625,13307.390625,12974,15936,15936
051202011109,051202011110,Little Eagle Creek,70.79,IN,0,0,0,0,0,0,0,0,0,0,0
051202011304,051202011305,Headwaters West Fork White Lick Creek,74.72,IN,4960.1630859375,4748,4672,5106.1630859375,5586.1630859375,5586.1630859375,5586.1630859375,6038,6038,6390,6390
051202011303,051202011306,Abner Creek-White Lick Creek,97.35,IN,42,516,516,516,1148,1148,1130,972,972,972,1390
051202040503,051202040504,West Little Sugar Creek,46.2,IN,188,510,510,510,510,24,24,24,24,24,24
051202040601,051202040603,Grassy Creek-Youngs Creek,80.09,IN,1944,2102,2102,2102,2102,2102,2102,2102,1914,1768,1610
051202040504,051202040703,Doe Creek-Buck Creek,97.85,IN,548,548,548,548,548,548,548,548,548,234,234
051202011110,051202011205,Ristow Branch-Eagle Creek,54.56,IN,0,0,0,0,0,0,0,0,0,0,0
051202040803,051202040804,Nameless Creek,42.58,IN,206,6,6,6,6,6,6,402,402,402,636
051202011305,051202011306,West Fork White Lick Creek,89.35,IN,4344,6464,6148,6464,6464,4878,4897.302734375,5377.302734375,5371.302734375,7261.302734375,6483.302734375
051202011306,051202011310,Clarks Creek-White Lick Creek,74.92,IN,0,0,0,0,0,0,0,0,0,0,0
051201040504,051201040505,Bolley Ditch,42.84,IN,14320.162109375,12805.01171875,13151.01171875,12171.01171875,16409.01171875,19068.08984375,18525.240234375,19147.240234375,19311.240234375,18989.240234375,18509.240234375
051202040403,051202040405,Barrett Ditch-Sugar Creek,57.05,IN,1136,662,346,346,346,346,978,978,978,978,1154
051202040501,051202040504,Grassy Creek,48.66,IN,0,0,0,0,0,0,0,0,0,0,0
051202040404,051202040405,Wilson Ditch-Little Sugar Creek,82.16,IN,1780,1786,1792,1786,2126,2126,2126,2126,2126,1846,1846
051202040405,051202040703,Boyd Ditch-Sugar Creek,87.35,IN,492,516,516,516,42,36,36,36,36,36,36
051202040502,051202040504,Headwaters Buck Creek,68.76,IN,1956,1312,990,1276,1312,1312,832,838,838,838,838
051202040602,051202040603,Hurricane Creek,42.55,IN,3742.0029296875,4088.0029296875,4398.0029296875,4878.0029296875,3900.0029296875,3736.0029296875,3414.0029296875,2776.0029296875,2776.0029296875,2776.0029296875,2594.0029296875
051202040603,051202040604,Canary Ditch-Youngs Creek,71.91,IN,3992.1572265625,4940.1572265625,4824.1572265625,4970.1572265625,4520.1572265625,5468.1572265625,5456.1572265625,6120.24169921875,6050,5576,5254
051202040604,051202040704,Amity Ditch-Youngs Creek,86.92,IN,10727.8125,11535.8125,12713.8125,12955.8125,14357.8125,14519.8125,11303.8125,12963.8125,12958,12710,12710
051202040804,051202040805,Prairie Branch-Big Blue River,45.12,IN,708,714,714,714,714,714,234,0,234,234,246
051202040805,051202040806,Foreman Branch-Big Blue River,100.34,IN,176,176,176,182,182,182,176,176,164,164,164
051201040505,051201040509,Squirrel Creek,61.48,IN,21883.86328125,19589.86328125,21633.86328125,19793.86328125,23179.86328125,24643.86328125,25137.86328125,24967.86328125,24949.86328125,21339.86328125,21497.86328125
051201040506,051201040508,Sharp Ditch-Paw Paw Creek,57.31,IN,16754,16614,16224,16926,17604,18394,18382,18728,18746,18740,18656
051202090405,051202090406,Ell Creek,46.91,IN,11954.7841796875,12200.7841796875,12682.84375,12116.84375,11952.84375,12504.84375,11386.84375,10424.84375,9476.84375,8669.53515625,8585.53515625
051202090406,051202090602,Crooked Creek-Patoka River,65.75,IN,3283.579345703125,3283.579345703125,3629.579345703125,3319.579345703125,3657.579345703125,3657.579345703125,3821.579345703125,3651.579345703125,3493.579345703125,4696.943359375,4380.943359375
051202040705,051202040903,Herriotts Creek-Sugar Creek,40.46,IN,3700,3700,4174,2278,2860,2860,2684,3018,2988,2988,2988
051202040704,051202040705,Gibson Ditch-Sugar Creek,91.16,IN,6968,8650,9688,7848,8012,8012,8012,7938,7142,6978,5842
051202040701,051202040703,Snail Creek,97.7,IN,546,904,746,728,1092,1384,1378,1536,1378,1396,1396
051202040702,051202040704,Little Sugar Creek,73.51,IN,10409.9970703125,10889.9970703125,10409.9970703125,10883.9970703125,10883.9970703125,9777.9970703125,9759.9970703125,9603.9970703125,8181.9970703125,8103.9970703125,8079.9970703125
051202040703,051202040704,Town of Needham-Sugar Creek,41.26,IN,808,972,972,972,1130,1130,966,966,960,1440,796
051202040807,051202040903,Shaw Ditch-Big Blue River,75.99,IN,1196,1354,1974,1694,1694,1694,1694,1536,898,886,856
051202040901,051202040902,Prince Creek-Mud Creek,60.33,IN,0,0,0,0,0,0,0,0,0,0,0
051202050301,051202050302,Mud Creek,65.48,IN,6,188,182,24.004243850708008,24.004243850708008,36.00424575805664,36.00424575805664,36.00424575805664,36.00424575805664,36,36
051202050202,051202050405,Lick Creek-Little Flatrock River,96.22,IN,6358,8408,8722,8250,8092,8390,7108,6452,6294,5188,5012
051201040508,051201040509,Oren Ditch-Paw Paw Creek,39.59,IN,4399.681640625,4651.681640625,4501.82763671875,4007.681396484375,4025.681396484375,4025.681396484375,3681.681396484375,3523.681396484375,3487.681396484375,3803.681396484375,3797.681396484375
051201040509,051201040601,Town of Roann-Eel River,45.75,IN,23682.318359375,23080.318359375,27975.234375,28260.318359375,28260.318359375,26656.318359375,26644.318359375,25482.318359375,25482.318359375,20718.318359375,20706.318359375
051202090501,051202090502,Headwaters Flat Creek,55.33,IN,2744.73583984375,2744.73583984375,1972.73583984375,1954.73583984375,1948.73583984375,1948.73583984375,1948.73583984375,1790.7008056640625,1790.7008056640625,2488.700927734375,6280.70068359375
051202040802,051202040804,Anthony Creek-Six Mile Creek,74.26,IN,7312.8896484375,10964.8896484375,10812.8896484375,10466.8896484375,10490.8896484375,10520.8896484375,10824.8896484375,10666.8896484375,10666.8896484375,10510.8896484375,10564.8896484375
051201040704,051201040705,Town of Hoover-Eel River,46.4,IN,13053.4658203125,15074.84375,15275.4658203125,16496.84375,16186.84375,14600.84375,12546.84375,11893.3779296875,11893.3779296875,9867.3779296875,8889.3779296875
051201040705,051201050104,Mud Branch-Eel River,102.83,IN,42422.91796875,51866.91796875,51046.91796875,51866.91796875,48246.91796875,49160.91796875,50340.91796875,50498.91796875,50299.96484375,47203.96484375,50035.96484375
051202040801,051202040802,Headwaters Six Mile Creek,43.8,IN,1477.7322998046875,1635.7322998046875,1477.7322998046875,1477.7322998046875,1635.7322998046875,1683.7322998046875,1683.7322998046875,1525.7322998046875,1666.0977783203125,1654.0977783203125,1648.0977783203125
051201050204,051201050206,Burnetts Creek,54.53,IN,10374.958984375,10434.958984375,10112.958984375,10336.958984375,3610.959228515625,9188.958984375,11874.958984375,11874.958984375,11874.958984375,10926.958984375,10926.958984375
051202040902,051202040903,Nineveh Creek,52.96,IN,334,808,668,820,820,820,820,814,796,796,796
051202040903,051202040904,Lick Creek-Driftwood River,64.03,IN,1914,1914,1914,1914,1914,1914,1914,1592,1592,1276,1276
051201040601,051201040603,Flowers Creek-Eel River,54.96,IN,22377.869140625,21795.68359375,26888.060546875,22251.68359375,22309.68359375,22413.68359375,22395.68359375,21351.68359375,21035.68359375,17949.68359375,16923.68359375
051202050303,051202050405,Little Conns Creek-Conns Creek,72.52,IN,4280.54638671875,4060.546630859375,6136,5850,6096.54638671875,6570.54638671875,6552.54638671875,6710.54638671875,6716.54638671875,6662.54638671875,6656.54638671875
051201040602,051201040603,Little Weesau Creek-Weesau Creek,60.11,IN,27727.443359375,24971.443359375,25970.58203125,25621.443359375,26209.443359375,27467.443359375,35373.44140625,35215.44140625,35129.44140625,32922.390625,33068.390625
051202090502,051202090503,Bone Creek-Flat Creek,44.69,IN,5213.26416015625,5547.26416015625,4441.26416015625,4599.26416015625,4599.26416015625,4599.26416015625,7121.26416015625,6009.29931640625,5857.29931640625,5851.29931640625,5473.29931640625
051201040603,051201040704,Washonis Creek-Eel River,84.13,IN,39854.5390625,32337.130859375,33221.1328125,32325.130859375,35143.1328125,35379.1328125,36205.1328125,34185.1328125,34003.1328125,34343.1328125,33313.1328125
051401010203,051401010204,Headwaters West Fork Indian Kentuck Creek,46.25,IN,1822,1980,2209.638916015625,2203.638916015625,1571.638916015625,1571.638916015625,2839.638916015625,2839.638916015625,2839.638916015625,2821.638916015625,2821.638916015625
051401010206,051401010301,Doe Run-Indian Kentuck Creek,80.17,IN,316,316,316,316,316,316,322,322,328,6,6
051201050101,051201050102,Headwaters Crooked Creek,43.36,IN,14523.1435546875,14232.00390625,10984.00390625,13916.00390625,13061.49609375,12733.49609375,12733.49609375,12727.49609375,11589.5888671875,10003.5888671875,9845.5888671875
051201050102,051201050103,Miller Ditch-Crooked Creek,57.87,IN,8950,9698,9498,9650,10526.5078125,10836.5078125,12811.9169921875,12661.9169921875,13609.9169921875,14313.9169921875,14265.9169921875
051201050103,051201050104,Galbreath Ditch-Crooked Creek,52.63,IN,10664.0849609375,11240.0849609375,10665.9521484375,11296.0849609375,9963.31640625,9471.31640625,9951.31640625,9951.31640625,9319.31640625,10659.31640625,12321.31640625
051401010205,051401010206,Brushy Fork-Indian Kentuck Creek,104.56,IN,582,570,1108.069580078125,1108.069580078125,3478.069580078125,3478.069580078125,3952.069580078125,3952.069580078125,3788.069580078125,3788.069580078125,3394.069580078125
051201050205,051201050206,Ryan Appleton Ditch-Rock Creek,74.88,IN,12346,13595.103515625,15899.103515625,14217.103515625,14217.103515625,15517.103515625,14965.103515625,15293.103515625,16405.103515625,15885.103515625,15259.103515625
051201050206,051201050303,Keeps Creek-Wabash River,58.44,IN,9967.7490234375,11914.6455078125,11458.6455078125,11914.6455078125,11282.6455078125,11070.6455078125,12030.6455078125,11398.6455078125,11068.4873046875,11056.4873046875,10422.4873046875
051202050403,051202050404,Harrigan Branch-Flatrock River,74.06,IN,1172,2320,2314,1664,2296,2290,2284,2284,1780,2266,2254
051202050404,051202050405,Bob Creek-Flatrock River,61.26,IN,2651.86474609375,4425.86474609375,4765.86474609375,4717.86474609375,3927.86474609375,3769.86474609375,3859.86474609375,3242,3188,3024,2788
051201080708,051201080903,Dry Run-Coal Creek,62.42,IN,15096,14440,15078,15582,52900,15570,29960,29960,28848,32023.54296875,32609.54296875
051202050405,051202050601,Mill Creek-Flatrock River,62.15,IN,6031.5888671875,5749.5888671875,5552.13525390625,5686.13525390625,5719.5888671875,5719.5888671875,5245.5888671875,3287.453369140625,3251.453369140625,3233.453369140625,2919.453369140625
051201110603,051201110604,Lost Creek,67.81,IN,1610,808,808,808,808,808,808,808,328,328,1592
051202090602,051202090603,Rock Creek-Patoka River,62.41,IN,5598.06005859375,5596.06005859375,6202.986328125,6512.986328125,7582.82568359375,12826.8251953125,12407.8388671875,11143.8388671875,10669.8388671875,10963.8388671875,11041.8388671875
051202090503,051202090602,Little Flat Creek-Flat Creek,52.48,IN,8120,9372,7306,7160,8894.1611328125,8894.1611328125,7626.16064453125,7152.16064453125,7146.16064453125,7048.16064453125,5930.16064453125
051202020106,051202020107,Stout Creek-Beanblossom Creek,62.82,IN,100,2654,2654,2554,358,258,258,258,258,258,158
051201100607,051201100609,Welchel Branch-Sugar Creek,81.35,IN,2028,10651.9794921875,9534.4501953125,8889.1865234375,8397.1865234375,8871.1865234375,8700.7060546875,8718.7060546875,8700.7060546875,8470.7060546875,8017.1103515625
051201100608,051201100609,Rush Creek,42.23,IN,7936,9534,9382,9230,8834,8580,8580,8580,8574,8574,8574
051201100609,051201081605,Roaring Creek-Sugar Creek,71.05,IN,2284.568115234375,8714.3623046875,8725.32421875,9030.4404296875,9964.2265625,10389.6767578125,10401.8720703125,10717.8720703125,10705.8720703125,9214.1044921875,9246.1044921875
051201110401,051201110406,Headwaters Otter Creek,40.86,IN,2195.509765625,2353.509765625,2827.509765625,2517.509765625,2517.509765625,2517.509765625,2675.509765625,2675.509765625,1727.5098876953125,1549.5098876953125,940
051201110402,051201110403,North Branch Otter Creek,58.68,IN,170,2294.18701171875,2294.18701171875,2294.18701171875,4822.18701171875,4506.18701171875,4530.9931640625,5654.9931640625,5684.9931640625,5690.9931640625,5690.9931640625
051202020107,051202020108,Indian Creek-Beanblossom Creek,47.27,IN,158,158,164,158,158,158,158,158,158,158,158
071200010104,071200010105,Headwaters Potato Creek,44.41,IN,6392,7370,6292,6292,6292,6292,5158,5152,5152,3718,3876
071200010102,071200010103,Yellow Bank Creek,58.18,IN,2126.942626953125,2606.942626953125,2442.942626953125,1398.7935791015625,1556.7935791015625,1556.7935791015625,3168.793701171875,2259.99169921875,2259.99169921875,2259.99169921875,2259.99169921875
051201110303,051201110604,Gin Creek-Brouilletts Creek,80.32,IN,3256,21972,21802,21796,21856,21540,21540,21488,21330,24264,24264
071200010103,071200010106,Peter Sarber Ditch-Pine Creek,56.34,IN,12738,14160,14084,13468,20056,31644,35600,33526,32548,34752,30012
051201110405,051201110406,Gundy Ditch,47.42,IN,322,328,638,164,330,330,330,330,330,172,172
051201110601,051201110604,Spring Creek,41.27,IN,5878,9740,10706,10700,10888,11496,11976,11818,11200,11286.5107421875,11286.5107421875
051202020108,051202020202,Jacks Defeat Creek-Beanblossom Creek,62.19,IN,966,316,966,966,966,492,492,492,492,492,492
051202020201,051202020202,Little Mill Creek-Mill Creek,49.28,IN,0,0,0,0,0,0,0,0,0,0,0
051201050603,051201080203,Harrison Creek-Wabash River,51.06,IN,0,0,0,0,0,0,0,0,0,0,0
051201060101,051201060102,Cedar Lake Branch-Elder Ditch,41.07,IN,5176.08740234375,5012.08740234375,4344.08740234375,4028.08740234375,3396,2886,2786,2786,2634,2634,2634
071200010105,071200010106,Kartoffel Creek-Potato Creek,45.43,IN,3376.703125,3478.703125,3466.703125,3002.703125,2586.703125,2586.703125,6062.703125,6062.703125,5904.703125,5904.703125,4726.703125
051202060103,051202060104,Pond Branch-Clifty Creek,81.28,IN,16756,15614,13408,14174,13068,13092,11664,11664,10388,8456,8456
051202060104,051202060107,Town of Hartsville-Clifty Creek,41.95,IN,7016,6700,6684,6852,6462,6462,6656,6972,6024,3974,3798
051202020202,051202020203,Limestone Creek-White River,67.56,IN,418.8125915527344,576.81256103515625,486,486,486,576.81256103515625,576.81256103515625,576.81256103515625,576.81256103515625,576.81256103515625,1044.8126220703125
051201110604,051201110605,South Salt Creek-Wabash River,37.37,IN,12,0,0,0,0,0,0,0,0,0,30
051202020203,051202020205,Fall Creek-White River,58.29,IN,1106,1750,1780,1780,200,164,796,796,632,632,632
051202020204,051202020205,Rattlesnake Creek,65.24,IN,632,632,474,632,632,632,632,632,632,632,632
071200010203,071200010204,Geyer Ditch,42.55,IN,5.937575817108154,5.937575817108154,11.937575340270996,5.937575817108154,3481.9375,3481.9375,3481.9375,3481.9375,3481.9375,3481.9375,3481.9375
051201060102,051201060104,Ridinger Lake-Grassy Creek,48.58,IN,31773.314453125,22609.314453125,21440.60546875,20790.60546875,21118.60546875,20528.60546875,21002.60546875,20686.60546875,20686.60546875,20518.927734375,21482.927734375
051201060104,051201060105,Big Barbee Lake-Grassy Creek,46.16,IN,10187.6123046875,9871.6123046875,10126.3212890625,9974.3212890625,9944.3212890625,9944.3212890625,9352.3212890625,9152.3212890625,9152.3212890625,7972.158203125,7972.158203125
051201060201,051201060202,McCarter Ditch-Deeds Creek,45.94,IN,12127.072265625,11317.072265625,11891.4384765625,11819.4384765625,11825.4384765625,11391.4384765625,8269.4384765625,24191.4375,26967.16796875,28433.009765625,30329.009765625
071200010204,071200010209,Laskowski Ditch-Kankakee River,49.15,IN,0.062424324452877045,0.062424324452877045,0.062424324452877045,0.062424324452877045,948.06243896484375,1106.0623779296875,1106.0623779296875,1106.0623779296875,1106.0623779296875,1106.0623779296875,1106.0623779296875
051201060202,051201060205,Pike Lake-Deeds Creek,65.78,IN,10810.830078125,9668.830078125,5324,1742,5324,8039.642578125,11691.642578125,11691.642578125,14101.912109375,16939.912109375,16939.912109375
051201060203,051201060204,Winola Lake-Eagle Creek,83.18,IN,31159.267578125,31885.0859375,26874.51953125,24464.517578125,17912.517578125,20370.517578125,16486.517578125,16648.517578125,17034.517578125,12502.5166015625,13504.5166015625
051201060204,051201060205,Eagle Creek-Walnut Creek,69.79,IN,13202.984375,14380.3056640625,13080.3056640625,12752.3056640625,15200.3056640625,15042.3056640625,22468.3046875,22598.3046875,22852.3046875,32246.3046875,32246.3046875
051201060301,051201060303,Adams Ditch-Trimble Creek,46.85,IN,13560.5048828125,13053.6943359375,12506.3603515625,11218.3603515625,11688.3603515625,15688.3603515625,16954.9765625,17304.9765625,17128.9765625,19702.49609375,18322.49609375
051201060504,051201060505,Neff Ditch-Mud Creek,60.2,IN,10426,10268,9934,10098,10098,16222,16018,16018,15666,15660,15976
051201060501,051201060502,Robbin Taylor Ditch,46.78,IN,8477.5068359375,8131.5068359375,6895.5068359375,6579.5068359375,7527.5068359375,7827.5068359375,7821.5068359375,13158.404296875,12842.404296875,15068.404296875,13452.404296875
051201060502,051201060509,Lake Manitou-Mill Creek,76.52,IN,4829.6171875,4805.6171875,4465.6171875,4307.6171875,4391.6171875,6773.6171875,7089.6171875,9727.5576171875,9739.5576171875,9529.5576171875,15381.5576171875
051201110701,051201110702,Headwaters Honey Creek,48.95,IN,1114.331298828125,994.58935546875,994.58935546875,994.58935546875,994.58935546875,630.58935546875,630.58935546875,630.58935546875,630.58935546875,0.5893597602844238,0.5893597602844238
051201060503,051201060504,Smith Ditch-Mud Creek,71.19,IN,3101.598388671875,3261.598388671875,3493.598388671875,3041.598388671875,8890.5986328125,9108.5986328125,9108.5986328125,9165.701171875,9147.701171875,9621.701171875,9779.701171875
051202060105,051202060107,Fall Fork,130.97,IN,17796,17520,17400,17532,16578,14968,13644,13334,9852,9446,7866
051202020205,051202020210,Elliston Creek-White River,44.44,IN,158,0,0,0,0,0,0,0,0,0,158
051202020206,051202020207,Little Raccoon Creek-Racoon Creek,51.73,IN,890,890,890,890,890,890,890,890,0,890,890
051201110605,051201110904,Izaak Walton Lake-Wabash River,54.84,IN,0,24,24,24,24,1861.542724609375,1861.542724609375,1861.542724609375,1861.542724609375,1861.542724609375,1885.542724609375
051201060303,051201060305,Palestine Lake-Trimble Creek,59.36,IN,2754.213623046875,2596.213623046875,2603.547607421875,2603.547607421875,2433.547607421875,2427.547607421875,6314.55078125,6156.55078125,6314.55078125,14341.033203125,14341.033203125
051201060401,051201060405,Shatto Ditch-Tippecanoe River,64.38,IN,23351.36328125,23251.36328125,21331.36328125,18983.36328125,17555.36328125,18819.36328125,19293.36328125,16859.36328125,16859.36328125,16385.36328125,15589.36328125
051201060403,051201060404,Rickle Ditch-Yellow Creek,82.89,IN,12334,8640,5638,4442,5322,10224,11922,10974,11922,10194,10352
051201060505,051201060507,Grube Ditch-Mud Creek,41.95,IN,11832,11990,11358,11978,8314,13254,14830,14830,15082.94921875,15082.94921875,15082.94921875
051201060507,051201060509,Tilden Ditch-Mud Creek,42.8,IN,5102,5102,5090,3638,6542,7970,7970,7970,7964,9458,9294
051201060506,051201060507,Collins Ditch,47.76,IN,5692,4744,4720,4720,5990,6652,8104,8122,7168,7654,7836
051201060509,051201060603,Zink Lake-Tippecanoe River,73.69,IN,7564.53515625,7564.53515625,7652.53515625,5972.53515625,10818.53515625,9674.53515625,9116.53515625,9773.103515625,9773.103515625,9252.53515625,14308.53515625
051202060106,051202060107,Duck Creek,55.02,IN,10059.787109375,10065.787109375,10211.787109375,10217.787109375,9105.787109375,8297.787109375,6711.787109375,7343.787109375,6705.787109375,5945.787109375,5945.787109375
051202060107,051202060205,Otter Creek-Clifty Creek,103.5,IN,42053.24609375,41883.24609375,40675.24609375,40845.24609375,35637.24609375,36071.24609375,36691.24609375,37165.24609375,36709.24609375,35439.24609375,35439.24609375
051202020210,051202020211,Mills Creek-White River,86.11,IN,3494,1908,2862,2618,1512,2756,2756,2842,2040,2040,2040
051202020207,051202020210,Lick Creek-Raccoon Creek,68.54,IN,1524,1288,1288,1288,1130,972,972,972,790,632,632
051202020208,051202020209,East Fork Fish Creek,74.88,IN,158,158,158,158,0,158,158,0,0,0,0
051202020209,051202020211,Sand Lick Creek-Fish Creek,82.55,IN,3354,3518,3378,3354,3196,3670,3670,3354,3038,3038.5751953125,5104.5751953125
051202020211,051202020404,Goose Creek-White River,50.41,IN,1495.081787109375,1495.081787109375,1489.081787109375,1495.081787109375,1179.081787109375,1337.081787109375,1337.081787109375,1155.081787109375,1149.081787109375,827.081787109375,827.081787109375
051202060303,051202060305,Cobbs Fork,76.76,IN,25494.6484375,21672.6484375,18289.884765625,17973.884765625,22859.884765625,22495.884765625,20299.884765625,20615.884765625,16283.884765625,14351.884765625,13543.884765625
051202020301,051202020302,Little Richland Creek-Richland Creek,66.84,IN,0,0,0,0,0,0,0,0,0,0,0
051202020302,051202020305,Blakeman Hollow-Richland Creek,48.81,IN,0,0,0,0,0,0,0,0,0,0,0
051201060705,051201060903,Prather Ditch-Mill Creek,40.87,IN,19795.287109375,17219.283203125,21362.5703125,21040.5703125,22995.298828125,14855.298828125,21691.298828125,24073.298828125,20901.298828125,16917.298828125,16595.298828125
051202020304,051202020308,Beech Creek,60.17,IN,0,0,0,0,0,0,0,0,0,0,0
051202020305,051202020308,Dry Branch-Richland Creek,44.19,IN,0,0,0,0,0,0,0,0,0,0,0
051201060404,051201060405,Little Yellow Creek-Yellow Creek,40.9,IN,8478,8794,2054,2060,10688,10694,10852,10834,10734,10576,10576
051202020306,051202020309,Clifty Branch,45.23,IN,504,504,504,504,504,504,504,504,504,0,0
051201060405,051201060406,Clarence Baker Ditch-Tippecanoe River,41.38,IN,6400,6400,6558,5262,5280,5754,5754,5116,5754,5280,5280
071200010209,071200010405,County Line Ditch-Kankakee River,81.3,IN,2377.659912109375,2213.659912109375,1719.659912109375,1639.659912109375,2402.415283203125,4362.3466796875,4128.3466796875,3694.3466796875,3536.3466796875,3536.3466796875,3536.3466796875
051202020303,CLOSED BASIN,Bridge Creek,21.85,IN,164,0,0,0,0,0,0,0,0,0,0
051201060603,051201060604,Slonaker Ditch-Tippecanoe River,88.43,IN,50414.67578125,52674.67578125,51514.67578125,51630.67578125,64456.67578125,64539.828125,58273.828125,58750.37890625,52829.828125,53871.828125,56815.828125
051201060605,051201060606,Bruce Lake-Bruce Lake Outlet,49.08,IN,24546,22246,20800,20958,22017.787109375,22011.787109375,24867.787109375,21457.787109375,22397.787109375,23764,23788
051202060202,051202060204,Brush Creek,45.29,IN,3644,3110,3420,3098,3122,3122,5813.787109375,4991.787109375,4991.787109375,5053.787109375,9501.787109375
051201060409,051201060509,Reister Creek-Tippecanoe River,45.49,IN,2882,2882,2986,2986,2646,2802,2802,2802,2802,2796,2796
051201060406,051201060409,Redinger Ditch-Tippecanoe River,49.72,IN,9519.8095703125,9097.8095703125,8299.8095703125,7781.884765625,7781.884765625,5679.884765625,5673.884765625,6516,6510,7065.884765625,7065.884765625
051202011308,051202011309,Headwaters East Fork White Lick Creek,59.83,IN,0,0,0,0,0,0,0,0,0,0,0
051201060408,051201060409,Byrant Leininger Ditch-Chippenwanuck Creek,68.42,IN,20026,21074,19464,18138,16650,18662.2265625,18734.2265625,41982.2890625,40218.2890625,41958.2890625,40476.2890625
051201100106,051201100107,Reagan Run,43.79,IN,6638.9228515625,6700.9228515625,7550.9228515625,6724.9228515625,5928.9228515625,5302.9228515625,5308.9228515625,5308.9228515625,4998.9228515625,4718.9228515625,4718.9228515625
