huc12,tohuc,name,areasqkm,states,sum,area_sqkm
051402020203,051402020204,Clear Branch-Pigeon Creek,92.92,IN,4926.56005859375,12.316400146484375
051402020302,051402020306,Bluegrass Creek,68.53,IN,8806.3759765625,22.01593994140625
051402020306,051402020401,Licking Creek-Pigeon Creek,71.99,IN,3527.9736328125,8.81993408203125
051401040901,051401040903,Slick Run-Blue River,57.57,IN,752.57952880859375,1.8814488220214844
051401040902,051401040903,Clover Valley-Blue River,94.77,IN,8672.130859375,21.6803271484375
051401040903,051401040905,Duke Hill-Blue River,47.8,IN,306.7587585449219,0.7668968963623047
051401041101,051401041105,Bird Hollow Creek-Little Blue River,69.32,IN,629.2509765625,1.57312744140625
051401041104,051401041107,Stinking Fork,70.56,IN,97.6739501953125,0.24418487548828124
051401041106,051401041107,Turkey Fork,67.34,IN,1833.235595703125,4.583088989257813
051401041202,051401041203,Little Oil Creek,42.44,IN,877.892333984375,2.1947308349609376
051402010101,051402010103,Middle Deer Creek-Deer Creek,49.18,IN,105.53314971923828,0.2638328742980957
051402010301,051402010303,Headwaters Middle Fork Anderson River,76.42,IN,1016.5499267578125,2.5413748168945314
051402010401,051402010403,Mitchell Creek-Anderson River,83.93,IN,1472.6856689453125,3.6817141723632814
051402010802,051402010805,Huffman Ditch,52.86,IN,11243.041015625,28.1076025390625
040400010604,042400000000,City of Gary-Grand Calumet River ,97.76,IN,65.25917053222656,0.1631479263305664
040500011008,040500011010,Little Turkey Lake-Turkey Creek,53.17,IN,8717.1591796875,21.79289794921875
041000030801,041000030802,South Branch Hursey Ditch-Bear Creek,70.85,IN,13946.6240234375,34.86656005859375
040500011002,040500011003,Mud Creek-Pigeon Creek,47.31,IN,7930.86865234375,19.827171630859375
040500011603,040500011605,Skinner Lake-Croft Ditch,64.62,IN,12111.046875,30.2776171875
040500011003,040500011006,Long Lake-Pigeon Creek,74.52,IN,16204.2275390625,40.51056884765625
040500011004,040500011005,Headwaters Turkey Creek,47.69,IN,11306.072265625,28.2651806640625
040500011501,040500011502,Tamarack Lake-Little Elkhart Creek,51.04,IN,9631.94921875,24.079873046875
041000030401,041000030405,West Branch Fish Creek,40.94,IN,4150.73876953125,10.376846923828126
040500011505,040500011506,Oviate Ditch-Middle Branch Elkhart River,44.6,IN,7025.45654296875,17.563641357421876
040500011601,040500011604,Rivir Lake-Forker Creek,49.05,IN,6421.9931640625,16.05498291015625
041000030403,041000030404,Hamiton Lake,43.65,IN,6608.40234375,16.521005859375
041000030404,041000030406,Hiram Sweet Ditch,58.34,IN,9849.8125,24.62453125
041000030601,041000030602,Cedar Lake-Cedar Creek,74.69,IN,15477.400390625,38.6935009765625
041000030602,041000030604,Dibbling Ditch-Cedar Creek,69.34,IN,16977.484375,42.4437109375
041000030703,041000030705,Sycamore Creek-Little Cedar Creek,63.24,IN,12441.998046875,31.1049951171875
041000030704,041000030705,Black Creek,63.47,IN,14297.931640625,35.7448291015625
041000030203,041000030204,West Fork West Branch Saint Joseph River,127.9,"IN,MI",21431.25,53.578125
041000030402,041000030405,Headwaters Fish Creek,35.48,"IN,OH",4336.00927734375,10.840023193359375
041000030705,041000030707,King Lake-Little Cedar Creek,60.87,IN,11281.2607421875,28.20315185546875
040500010103,040500010104,Tallahassee Drain,62.11,"IN,MI",14869.84375,37.174609375
040500011001,040500011002,Pigeon Lake-Pigeon Creek,89.52,"IN,MI",16711.845703125,41.7796142578125
040400010102,041900000200,White Ditch-Frontal Lake Michigan,40.46,"IN,MI",951.38330078125,2.378458251953125
040400010605,041900000200,Frontal Lake Michigan,57.55,IN,73.334625244140625,0.18333656311035157
040400010602,041900000200,Dunes Creek,35.81,IN,187.75112915039063,0.46937782287597657
040400010601,041900000200,Kintzele Ditch,26.33,IN,675.1043701171875,1.6877609252929688
040400010105,041900000200,Trail Creek,43.25,IN,689.78070068359375,1.7244517517089843
040400010507,040400010508,Lake George-Deep River,44.86,IN,3301.712646484375,8.254281616210937
040500012207,040500012208,Pinhook Lake-Saint Joseph River,75.65,"IN,MI",3668.780517578125,9.1719512939453125
040500012204,040500012205,Willow Creek-Saint Joseph River,53.03,IN,2345.921630859375,5.864804077148437
040500012206,040500012208,Judy Creek,96.9,"IN,MI",9039.2158203125,22.59803955078125
051201050303,051201050602,Pleasant Run-Wabash River,100.5,IN,27722.7421875,69.30685546875
051201050508,051201050602,Robinson Branch-Deer Creek,103.4,IN,29724.859375,74.3121484375
051201050602,051201050603,Bowen Ditch-Wabash River,61.2,IN,15455.3154296875,38.63828857421875
051201070406,051201070407,Petes Run-Wildcat Creek,41.66,IN,12705.89453125,31.764736328125
051202030505,051202030506,Lake Ditch,41.41,IN,13945.66015625,34.864150390625
051202070203,051202070204,Campfire Creek-Graham Creek,57.18,IN,3708.57568359375,9.271439208984376
051202020703,051202020705,Dinken Creek-South Fork Prairie Creek,43.02,IN,7671.51025390625,19.178775634765625
051201070201,051201070202,Harness Ditch-Middle Fork Wildcat Creek,60.14,IN,20654.5703125,51.63642578125
051202070303,051202070701,Huckleberry Branch-Otter Creek,75.07,IN,8656.341796875,21.6408544921875
051201070202,051201070204,Robertson Branch-Middle Fork Wildcat Creek,48.62,IN,16493.37890625,41.233447265625
051201080101,051201080103,Romney Fraley Ditch,94.64,IN,32133.599609375,80.3339990234375
051201080102,051201080103,East Branch Wea Creek,74.32,IN,23760.55078125,59.401376953125
051201080103,051201080106,Haywood Ditch-Wea Creek,45.69,IN,14338.6376953125,35.84659423828125
051202020401,051202020402,Headwaters Lattas Creek,54.67,IN,10108.177734375,25.2704443359375
051202030201,051202030202,Owl Creek,41.9,IN,8450.59375,21.126484375
051201110702,051201110704,Stone Quarry Branch-Honey Creek,67.01,IN,10390.4423828125,25.97610595703125
051201130704,051201130709,Lick Creek-Big Creek,62.96,IN,17531.4375,43.82859375
071200010703,071200010705,Shearin Ditch-Robbins Ditch,66.97,IN,18253.197265625,45.6329931640625
071200020501,071200020502,Clark Ditch-Thompson Ditch,45.47,IN,15849.2265625,39.62306640625
051202080102,051202080104,Buffalo Creek,42.01,IN,3424.4912109375,8.56122802734375
051202010103,051202010105,Eightmile Creek-White River,53.08,IN,15816.4111328125,39.54102783203125
071200020503,071200020507,Strole Ditch-Iroquois River,52.49,IN,16822.86328125,42.057158203125
051201130501,051201130503,Barren Creek-Higginbotham Ditch,82.12,IN,22640.263671875,56.6006591796875
050902031004,050902031006,Big Sugar Creek-Ohio River,92.99,"IN,KY",2154.55908203125,5.386397705078125
050902031006,050902031009,Craigs Creek-Ohio River,95.8,"IN,KY",1331.702392578125,3.3292559814453124
050902031008,050902031010,Plum Creek,45.4,"IN,KY",395.6532897949219,0.9891332244873047
050902031009,050902031010,Hunt Creek-Ohio River,49.76,"IN,KY",511.17230224609375,1.2779307556152344
050902031010,051401010301,McCools Creek-Ohio River,90.17,"IN,KY",1461.8831787109375,3.654707946777344
051401010301,051401010302,Locust Creek-Ohio River,105.15,"IN,KY",1807.194091796875,4.517985229492187
051401010304,051401010305,Big Saluda Creek-Ohio River,84.36,"IN,KY",7700.93505859375,19.252337646484374
051202080201,051202080203,Back Creek,83.36,IN,5842.0224609375,14.60505615234375
051202080104,051202080302,Greasy Creek-East Fork White River,60.99,IN,7068.93408203125,17.672335205078124
051202080202,051202080203,Dry Creek-Guthrie Creek,91.04,IN,5957.25439453125,14.893135986328126
051401010305,051401010602,Barebone Creek-Ohio River,46.54,"IN,KY",494.1978454589844,1.235494613647461
051401010603,051401010604,Bull Creek-Ohio River,74.61,"IN,KY",4617.9814453125,11.54495361328125
051202010105,051202010109,Sparrow Creek-White River,46.08,IN,13506.3349609375,33.76583740234375
051401010604,051401010605,Little Huckleberry Creek-Ohio River,70.83,"IN,KY",847.33721923828125,2.1183430480957033
051401040102,051401040107,Tioga Creek-Ohio River,53.83,"IN,KY",1151.4697265625,2.87867431640625
051201080105,051201080106,Little Wea Creek,86.58,IN,26635.853515625,66.5896337890625
051202010108,051202010110,Prairie Creek Reservoir-Prairie Creek,43.92,IN,9685.025390625,24.2125634765625
071200020305,071200020402,Moore Ditch-Iroquois River,74.61,IN,22027.27734375,55.068193359375
071200020401,071200020402,Headwaters Curtis Creek,100.22,IN,27811.98828125,69.529970703125
051202010109,051202010110,Mud Creek-White River,63.72,IN,14605.4638671875,36.51365966796875
051201130502,051201130503,Headwaters Black River,88.81,IN,28744.798828125,71.8619970703125
071200020402,071200020405,Turner Ditch-Iroquois River,56.9,IN,19283.1015625,48.20775390625
051202030404,051202030405,Dry Branch-Big Walnut Creek,90.37,IN,12654.6337890625,31.63658447265625
051202030405,051202030704,Snake Creek-Big Walnut Creek,99.15,IN,9280.380859375,23.2009521484375
071200020405,071200020503,Hickory Branch-Iroquois River,107.14,IN,36423.56640625,91.058916015625
051201130503,051201130801,Town of Griffin-Black River,66,IN,16507.171875,41.2679296875
071200020403,071200020404,Hunter Ditch,110.58,IN,40323.8671875,100.80966796875
051201130702,051201130703,Neuman Lateral-Big Creek,80.79,IN,25669.421875,64.1735546875
071200020404,071200020405,Bower Ditch-Darroch Ditch,44.35,IN,16068.623046875,40.1715576171875
051202030501,051202030503,East Fork MIll Creek,63.52,IN,17799.291015625,44.4982275390625
051201130703,051201130704,Caney Creek-Big Creek,104.87,IN,30356.994140625,75.8924853515625
051202030502,051202030503,Headwaters Mill Creek,62.87,IN,12900.2724609375,32.25068115234375
051202030503,051202030508,Sallust Branch-Mill Creek,61.31,IN,16679.78515625,41.699462890625
051202030504,051202030508,Mud Creek,94.55,IN,29399.189453125,73.4979736328125
051201130705,051201130707,Neu Creek,40.7,IN,9716.6611328125,24.29165283203125
071200020504,071200020505,Headwaters Montgomery Ditch,45.79,IN,16801.615234375,42.0040380859375
051201130707,051201130709,Little Creek,42.7,IN,11849.716796875,29.6242919921875
051202030506,051202030508,Snake Creek-Lake Ditch,64.66,IN,17920.5859375,44.80146484375
051202021007,051201130304,Claypole Pond-White River,113.57,IN,29085.37109375,72.713427734375
051202021006,051202021007,Robb Creek-White River,90.49,IN,20855.869140625,52.1396728515625
051202030507,051202030509,Rhodes Creek,53.78,IN,9627.533203125,24.0688330078125
051202080203,051202080304,DeWitt Creek-Guthrie Creek,76.33,IN,3120.748291015625,7.801870727539063
051202030101,051202030104,Eldin Ditch,60.91,IN,21170.73046875,52.926826171875
051202030102,051202030103,Ross Ditch-East Fork Big Walnut Creek,107.58,IN,32656.06640625,81.640166015625
051202030103,051202030104,Ramp Run-East Fork Big Walnut Creek,61.42,IN,18116.490234375,45.2912255859375
051202080301,051202080302,Sugar Creek,40.48,IN,3019.92578125,7.549814453125
051202080304,051202081002,Rock Lick Branch-East Fork White River,83.01,IN,7613.1806640625,19.03295166015625
051202080302,051202080304,Clifty Creek-East Fork White River,81.49,IN,7773.18359375,19.432958984375
051202080401,051202080403,Kiper Creek-Little Salt Creek,58.8,IN,2322.77734375,5.806943359375
051202080402,051202080403,Little Salt Creek,63.46,IN,447.3489074707031,1.1183722686767579
051202080403,051202080404,Tipton Creek-South Fork Salt Creek,88.31,IN,3173.67626953125,7.934190673828125
051202080404,051202080701,Negro Creek-South Fork Salt Creek,54.83,IN,66,0.165
051202080501,051202080502,Headwaters Middle Fork Salt Creek,53.45,IN,466.90948486328125,1.167273712158203
051202080502,051202080503,Pleasant Valley Creek-Middle Fork Salt Creek,82.29,IN,1194.03955078125,2.985098876953125
051202030203,051202030405,Leatherman Creek-Little Walnut Creek,57.83,IN,6349.703125,15.8742578125
051202030104,051202030401,West Fork Big Walnut Creek,69.56,IN,20696.552734375,51.7413818359375
051202030202,051202030203,Headwaters Little Walnut Creek,66.85,IN,12900.474609375,32.2511865234375
051202080601,051202080602,Sweetwater Creek-North Fork Salt Creek,49.53,IN,105.60433959960938,0.26401084899902344
051202080603,051202080604,Gnaw Bone Creek,55.03,IN,206.1095428466797,0.5152738571166993
051202080503,051202080701,Gravel Creek-Middle Fork Salt Creek,53.57,IN,263.0098876953125,0.6575247192382813
051202080602,051202080604,East Fork Salt Creek-North Fork Salt Creek,55.52,IN,705.97576904296875,1.764939422607422
051202080604,051202080605,Clay Lick Creek-North Fork Salt Creek,115.63,IN,883.49267578125,2.208731689453125
051202080606,051202080701,Stephens Creek-North Fork Salt Creek,60.49,IN,387.4446716308594,0.9686116790771484
051202080702,051202080703,Moore Creek-Lake Monroe,73.82,IN,186.8845977783203,0.4672114944458008
051202030402,051202030404,Clear Creek,80.6,IN,17746.505859375,44.3662646484375
051202030401,051202030403,Town of Banard-Big Walnut Creek,74.73,IN,13625.8173828125,34.06454345703125
051202030301,051202030302,Headwaters Deer Creek,78.46,IN,17796.09765625,44.490244140625
051202030302,051202030303,Owl Branch-Deer Creek,73.32,IN,8932.1181640625,22.33029541015625
051202030303,051202030512,Deweese Branch-Deer Creek,84.87,IN,5354.49755859375,13.386243896484375
051202080703,051202080806,Allens Creek-Lake Monroe,41.58,IN,144.12664794921875,0.36031661987304686
051201080304,051201080410,Spring Branch-Mud Pine Creek,75.26,IN,23142.17578125,57.855439453125
051202080801,051202080802,Jackson Creek-Clear Creek,65.08,IN,356.0114440917969,0.8900286102294922
051201080106,051201080203,Kenny Ditch-Wea Creek,73.73,IN,16051.9833984375,40.12995849609375
051201080201,051201080202,North Fork Burnett Creek,46.97,IN,12995.548828125,32.4888720703125
051201080202,051201080203,Headwaters Burnett Creek,92.23,IN,23026.294921875,57.5657373046875
051202080802,051202080803,May Creek-Clear Creek,77.7,IN,1084.9659423828125,2.7124148559570314
051201080203,051201080502,Cedar Hollow-Wabash River,59.48,IN,1861.9921875,4.65498046875
051201080302,051201080303,Seamons Ditch-Mud Pine Creek,58.45,IN,20461.87109375,51.154677734375
051202020902,051202020907,Veale Creek,43.58,IN,8115.14697265625,20.287867431640624
051201110703,051201110704,Paint Mill Lake,43.61,IN,4095.068115234375,10.237670288085937
051202030403,051202030404,Bledsoe Branch-Big Walnut Creek,49.08,IN,8729.8173828125,21.82454345703125
051202070703,051202070704,Storm Creek,60.31,IN,8509.716796875,21.2742919921875
051202070704,051202070706,Mutton Creek,121.22,IN,18486.087890625,46.2152197265625
051201070204,051201070205,Town of Rossville-Middle Fork Wildcat Creek,43.5,IN,13946.962890625,34.8674072265625
051202080806,051202080807,Wolf Creek-Salt Creek,102.18,IN,4200.712890625,10.5017822265625
051202080803,051202080806,Little Clear Creek-Clear Creek,53.75,IN,708.446533203125,1.7711163330078126
051202080804,051202080805,Hunter Creek-Little Salt Creek,76.89,IN,741.66925048828125,1.854173126220703
051202080805,051202080806,Knob Creek-Little Salt Creek,62.48,IN,2158.116943359375,5.395292358398438
051202080807,051202081005,Goose Creek-Salt Creek,89.45,IN,2991.06494140625,7.477662353515625
051202070403,051202070404,Brush Creek Reservoir-Brush Creek,67.61,IN,9236.3955078125,23.09098876953125
051202080901,051202080902,Headwaters Indian Creek,63.39,IN,719.85345458984375,1.7996336364746093
051202080902,051202080903,Little Indian Creek-Indian Creek,93.78,IN,1208.8392333984375,3.0220980834960938
051202070705,051202070706,Polly Branch-Vernon Fork Muscatatuck Rover,93.64,IN,14304.1845703125,35.76046142578125
051202070706,051202070902,Grassy Creek-Vernon Fork Muscatatuck River,118.36,IN,25063.580078125,62.6589501953125
051201070408,051201070409,Town of Owasco-Wildcat Creek,53.91,IN,15335.18359375,38.337958984375
051202070801,051202070803,Big Ox Creek,58.78,IN,4192.791015625,10.4819775390625
051202070404,051202070701,Long Branch-Vernon Fork Muscatatuck River,71.47,IN,9412.9580078125,23.53239501953125
051202070803,051202070905,Henry Creek-Cammie Thomas Ditch,101.37,IN,11012.7958984375,27.53198974609375
051202070901,051202070902,Horse Lick-Grassy Fork,89.92,IN,22228.392578125,55.5709814453125
051202020904,051202020906,Roberson Ditch,45.85,IN,14770.7890625,36.92697265625
051201080303,051201080304,Goose Creek-Mud Pine Creek,68.31,IN,22517.265625,56.2931640625
051201070409,051201050603,Dry Run-Wildcat Creek,97,IN,19728.677734375,49.3216943359375
071200021301,071200021302,Hanger Ditch-Beaver Creek,61.69,IN,18875.74609375,47.189365234375
071200020505,071200020506,Kent Ditch-Montgomery Ditch,81.61,IN,28596.703125,71.4917578125
051202020905,051202020906,Headwaters Kessinger Ditch,40.95,IN,12586.7529296875,31.46688232421875
051202070903,051202070905,Pond Creek,67.75,IN,15035.3955078125,37.58848876953125
051201111203,051201111602,Town of Dodds Bridge-Turman Creek,59.41,IN,10756.3642578125,26.89091064453125
051202070905,051202080104,Mill Creek-Muscatatuck River,76.57,IN,12518.1494140625,31.29537353515625
051201080401,051201080402,Roudebush Ditch-Big Pine Creek,45.66,IN,16871.06640625,42.177666015625
051201080403,051201080405,Little Pine Creek,40.73,IN,14811.2001953125,37.02800048828125
071200021302,071200021303,Deardruff Ditch-Beaver Creek,48.21,IN,15157.8115234375,37.89452880859375
050902030804,050902030808,Middle Creek-Ohio River,74.32,"IN,KY",3198.568603515625,7.996421508789062
050902030808,050902031004,Lick Creek-Ohio River,58.18,"IN,KY",1430.53271484375,3.576331787109375
051202070505,051202070606,Hutto Creek-Stucker Ditch,87.35,IN,9485.9453125,23.71486328125
051202070103,051202070104,Middle Fork Creek,45.76,IN,1951.177734375,4.8779443359375
051202070104,051202070105,Camp Creek-Big Creek,44.42,IN,8172.47216796875,20.431180419921876
051202020605,051202020803,Singer Ditch-Black Creek,60.56,IN,13783.650390625,34.4591259765625
051201070405,051201070406,Dearinger Ditch-Wildcat Creek,54.97,IN,14517.3623046875,36.29340576171875
051202020706,051202020707,Bethel Ditch-North Fork Prairie Creek,63.66,IN,17567.904296875,43.9197607421875
051201070108,051201070109,Taylor Run-Kokomo Creek,94.71,IN,25952.3359375,64.88083984375
051201070109,051201070403,Cannon-Goyer Ditch-Wildcat Creek,67.54,IN,12549.3037109375,31.37325927734375
051202070105,051202070603,Harberts Creek-Big Creek,76.06,IN,8119.533203125,20.2988330078125
051202020701,051202020703,Flat Creek-South Fork Prairie Creek,51.16,IN,13707.888671875,34.2697216796875
051202020702,051202020704,Headwaters North Fork Prairie Creek,49.4,IN,8000.52294921875,20.001307373046874
051201111803,051201111804,Marsh Creek,61.75,IN,19013.40625,47.533515625
051201111802,051201111804,Tilley Ditch-Maria Creek,57.47,IN,18103.125,45.2578125
051201070302,051201070303,Shanty Creek-Kilmore Creek,42.68,IN,15293.044921875,38.2326123046875
051201070303,051201070306,Stump Ditch-Kilmore Creek,42.87,IN,15372.4921875,38.43123046875
051201111801,051201111802,Headwaters Maria Creek,70.85,IN,18871.232421875,47.1780810546875
071200020303,071200020305,Dexter Ditch-Iroquois River,70.16,IN,20147.46484375,50.368662109375
051201070104,051201070107,Middle Fork Ditch,65.96,IN,23805.267578125,59.5131689453125
051201070105,051201070107,Grassy Fork,63.14,IN,22633.271484375,56.5831787109375
051202070202,051202070204,Little Graham Creek,62.47,IN,6412.12646484375,16.030316162109376
071200011009,071200011010,Cornell Ditch-Phillips Ditch,50.91,IN,14126.9384765625,35.31734619140625
051201111804,051201111901,Cotton Branch-Maria Creek,60.19,IN,14837.1484375,37.09287109375
051201111901,051201111903,Smalls Creek-Wabash River,65.16,"IL,IN",11726.783203125,29.3169580078125
071200010901,071200010902,Headwaters Wolf Creek,46.63,IN,9259.90625,23.149765625
051202020705,051202020707,Eagan Ditch-South Fork Prairie Creek,43.3,IN,13118.517578125,32.7962939453125
051202070204,051202070605,Turkey Run-Graham Creek,114.5,IN,14580.802734375,36.4520068359375
071200010808,071200010809,Cook Ditch,67.62,IN,23017.87109375,57.544677734375
071200010809,071200011010,Davis Ditch-Kankakee River,62.6,IN,12916.9453125,32.29236328125
051202020707,051202020903,Killion Canal-Prairie Creek,96.57,IN,31656.70703125,79.141767578125
051201111902,051201111903,Snapp Creek-Kelso Creek,61.76,IN,12310.029296875,30.7750732421875
051201130202,051201130203,Swan Pond Ditch,75.88,IN,20689.474609375,51.7236865234375
051201130203,051201130204,Vieke Drainage System Ditch-River Deshee,69.08,IN,23985.33984375,59.963349609375
071200010904,071200011103,Cook Ditch-Hodge Ditch,69.1,IN,20634.568359375,51.5864208984375
071200010902,071200010903,Hickam Lateral-Wolf Creek,51.34,IN,14681.9775390625,36.70494384765625
071200010903,071200010904,Delehanty Ditch-Hodge Ditch,51.03,IN,12633.9267578125,31.58481689453125
051202020802,051202020804,Pickel Ditch-Indian Creek,79.37,IN,18312.1328125,45.78033203125
051202070302,051202070303,Falling Timbers Branch-Otter Creek,60.38,IN,3892.531982421875,9.731329956054687
051202020803,051202020804,Smothers Creek-White River,68.92,IN,19010.328125,47.5258203125
051202020804,051202020903,Bens Creek-White River,43.17,IN,10857.9814453125,27.14495361328125
051202020307,051202020309,Black Ankle Creek-Plummer Creek,60.89,IN,273.18316650390625,0.6829579162597657
051201070203,051201070205,Campbells Run,81.89,IN,26491.755859375,66.2293896484375
071200011005,071200011010,Reeves Ditch,74.84,IN,25997.857421875,64.9946435546875
071200011006,071200011010,Hannon Ditch-Crooked Creek,41.66,IN,14798.162109375,36.9954052734375
051202020903,051202020907,Hawkins Creek-White River,57.25,IN,10352.626953125,25.8815673828125
051201110704,051201110904,Thompson Ditch-Honey Creek,81.1,IN,9271.98046875,23.179951171875
051201111104,051201111105,Headwaters Prairie Creek,57.89,IN,12429.26171875,31.073154296875
051201111105,051201111106,Negro Ditch-Prairie Creek,92.4,IN,17643.86328125,44.109658203125
051201111201,051201111202,Thunderbird Pond-Turman Creek,92,IN,22364.31640625,55.910791015625
051202020403,051202020404,Sloan Ditch-Lattas Creek,40.12,IN,11112.9580078125,27.78239501953125
051201070205,051201070311,Hog Run-Middle Fork Wildcat Creek,79.59,IN,22648.91796875,56.622294921875
051202020906,051202020907,Opossum Branch-Kessinger Ditch,87.39,IN,23124.7421875,57.81185546875
051201070301,051201070303,Swamp Creek,44.85,IN,16144.9560546875,40.36239013671875
051202070501,051202070502,Hog Creek,42.82,IN,2016.110595703125,5.0402764892578125
051202070502,051202070505,Woods Fork-Stucker Ditch,72.88,IN,4437.015625,11.0925390625
051202020907,051202021001,Jackson Pond-White River,29.66,IN,6127.06396484375,15.317659912109375
051201111501,051201111502,Chowning Creek-Busseron Creek,78.22,IN,14316.3525390625,35.79088134765625
051202021001,051202021003,Lick Creek-White River,58.36,IN,8710.775390625,21.7769384765625
051202021002,051202021006,McCoy Creek-Wilson Creek,51.49,IN,13163.87890625,32.909697265625
051202021004,051202021006,Little Conger Creek-Conger Creek,87.29,IN,18348.52734375,45.871318359375
051201111502,051201111505,West Fork Busseron Creek,47.37,IN,6876.955078125,17.1923876953125
051202020309,051202020504,Burcham Branch-Plummer Creek,47.58,IN,1191.835205078125,2.9795880126953125
071200011101,071200011103,Dehaan Ditch,94.51,IN,18581.892578125,46.4547314453125
051201111503,051201111504,Headwaters Big Branch,46.99,IN,2249.905029296875,5.6247625732421875
071200011010,071200011103,Cobb Creek-Kankakee River,97.24,IN,25340.201171875,63.3505029296875
051202070503,051202070505,Kimberlin Creek,65.87,IN,7089.82568359375,17.724564208984376
051202070504,051202070505,Pigeon Roost Creek,65.37,IN,5100.31494140625,12.750787353515625
051201070305,051201070308,Prairie Creek,69.57,IN,20216.744140625,50.5418603515625
071200011102,071200011103,Wentworth Ditch-Knight Ditch,116.69,IN,32135.865234375,80.3396630859375
051202020501,051202020503,Lake Greenwood-First Creek,75.48,IN,525.5594482421875,1.3138986206054688
051202020402,051202020403,Miller Creek-Lattas Creek,47.99,IN,10771.2001953125,26.92800048828125
051202020404,051202020504,Kelly Branch-White River,63.39,IN,5364.7138671875,13.41178466796875
051202070601,051202070603,Little Creek,101.23,IN,13836.7431640625,34.59185791015625
071200011202,071200011203,Mud Lake Ditch-Beaver Lake Ditch,40.86,IN,9354.1455078125,23.38536376953125
051201070304,051201070308,Talbert Ditch-South Fork Wildcat Creek,53.08,IN,18896.3203125,47.24080078125
071200011103,071200011205,Brown Levee Ditch-Kankakee River,71.62,IN,13423.9091796875,33.55977294921875
071200011201,071200011202,Gregory Ditch-Mud Lake Ditch,44.42,IN,13220.30078125,33.050751953125
051202070602,051202070603,Lewis Creek,41.56,IN,4683.9931640625,11.70998291015625
071200011303,071200011304,Spring Run,33,IN,7356.28173828125,18.390704345703124
051202060310,051202060501,Rock Creek-Sand Creek,95,IN,17749.251953125,44.3731298828125
051202060401,051202060403,Grandview Lake-East Fork White Creek,43.19,IN,4749,11.8725
051202020502,051202020504,Bogard Creek-Doans Creek,69.21,IN,6168.10693359375,15.420267333984375
051202020503,051202020506,Rocky Branch-First Creek,59.02,IN,8018.20263671875,20.045506591796876
051202020508,051202020803,McGinnis Levee-White River,49.88,IN,14217.5654296875,35.54391357421875
051201070306,051201070308,Kilmore Creek,70.51,IN,21324.28125,53.310703125
051201070307,051201070308,Spring Creek,41.35,IN,12260.0751953125,30.65018798828125
051201070308,051201070310,Jenkins Ditch-South Fork Wildcat Creek,92.34,IN,26718.654296875,66.7966357421875
051202070603,051202070605,Neils Creek-Big Creek,56.74,IN,6125.78759765625,15.314468994140626
051202020601,051202020603,Headwaters Black Creek,89.37,IN,5864.35546875,14.660888671875
051202070604,051202070605,Quick Creek-White Oak Branch,58.88,IN,6959.54296875,17.398857421875
051202070605,051202070606,Coffee Creek-Muscatatuck River,101.93,IN,14826.4189453125,37.06604736328125
051202060405,051202060601,Cooley Creek-White Creek,91.66,IN,15707.6103515625,39.26902587890625
051202060402,051202060404,South Fork White Creek,43.57,IN,2447.817138671875,6.119542846679687
051202060403,051202060404,East Fork White Creek,57.66,IN,8827.818359375,22.0695458984375
051202060404,051202060405,Headwaters White Creek,64.66,IN,7186.58349609375,17.966458740234376
051201111504,051201111506,Mud Creek-Big Branch,43.92,IN,1339.70166015625,3.349254150390625
071200011304,071200011311,Greisel Ditch,42.95,IN,14259.5576171875,35.64889404296875
071200011305,071200011311,Bryant Ditch-Singleton Ditch,60.91,IN,19826.54296875,49.566357421875
051202020504,051202020506,Gilbert Creek-White River,44.75,IN,8056.47314453125,20.141182861328126
051202020505,051202020506,Fourmile Creek,72.1,IN,21834.4140625,54.58603515625
051202020506,051202020508,Vertrees Ditch-White River,61.42,IN,16826.94921875,42.067373046875
051201070309,051201070311,Lauramie Creek,61.15,IN,17986.5078125,44.96626953125
051202070701,051202070705,Indian Creek-Vernon Fork Muscatatuck River,75.77,IN,4417.14013671875,11.042850341796875
051201111506,051201111508,Kettle Creek-Busseron Creek,52.05,IN,6083.52685546875,15.208817138671876
051201111507,051201111509,Buttermilk Creek,54.09,IN,3536.029296875,8.8400732421875
051201111508,051201111509,Morrison Creek-Busseron Creek,43.28,IN,6574.96875,16.437421875
051202070702,051202070705,Sixmile Creek,80.33,IN,9840.1953125,24.60048828125
051202060501,051202060502,Peters Lake-Thompson Slough,64.68,IN,16620.556640625,41.5513916015625
051202060502,051202060503,Heddy Run-East Fork White River,47.66,IN,9746.109375,24.3652734375
051202020507,051202020508,Kane Ditch-Smothers Creek,92.35,IN,28041.443359375,70.1036083984375
051202020602,051202020604,Buck Creek,90.77,IN,15841.3330078125,39.60333251953125
051202020603,051202020604,Brewer Ditch-Black Creek,51.8,IN,5565.837890625,13.9145947265625
051201070311,051201070409,Town of Dayton-South Fork Wildcat Creek,76.22,IN,14760.2265625,36.90056640625
071200011307,071200011311,Brown Ditch,55.34,IN,19608.34765625,49.020869140625
051201111509,051201111512,Buck Creek-Busseron Creek,52.49,IN,11442.833984375,28.6070849609375
051202060503,051202060601,Beatty Walker Ditch-East Fork White River,89.25,IN,25537.8203125,63.84455078125
051201111510,051201111512,Middle Fork Creek,64.03,IN,14781.171875,36.9529296875
071200011311,071200011312,Bruce Ditch-Singleton Ditch,63.99,IN,19231.73828125,48.079345703125
051201070402,051201070403,Little Wildcat Creek,42.98,IN,10976.87109375,27.442177734375
